doi,n_xyz_total,n_xyz_matched,n_leaves_total,n_leaves_with_any_label
10.1021/ct4003527,2,0,1,0
10.1021/ct4003702,1,0,1,0
10.1021/ct400379z,4,0,1,0
10.1021/ct400396s,19,0,1,0
10.1021/ct400415r,34,0,1,0
10.1021/ct400423u,122,0,1,0
10.1021/ct400425p,7,0,1,0
10.1021/ct400426e,30,0,1,0
10.1021/ct400432x,11,0,1,0
10.1021/ct4004433,1,0,1,0
10.1021/ct400459y,32,0,1,0
10.1021/ct400460h,147,0,1,0
10.1021/ct400512u,74,0,1,0
10.1021/ct400597f,2,0,1,0
10.1021/ct400598b,1,0,1,0
10.1021/ct4006135,1,0,1,0
10.1021/ct400642y,3,0,1,0
10.1021/ct400649r,8,0,1,0
10.1021/ct400694h,23,0,1,0
10.1021/ct400704a,13,0,1,0
10.1021/ct4007184,2,0,1,0
10.1021/ct400736w,11,0,1,0
10.1021/ct400752s,6,0,4,0
10.1021/ct4007579,39,0,1,0
10.1021/ct4007585,1,0,1,0
10.1021/ct4007635,5,0,1,0
10.1021/ct400769t,6,0,1,0
10.1021/ct400773k,8,0,1,0
10.1021/ct4007772,13,0,1,0
10.1021/ct4007844,12,0,1,0
10.1021/ct400818v,30,0,1,0
10.1021/ct400837p,6716,0,93,0
10.1021/ct400842p,1,0,1,0
10.1021/ct4008553,2,0,1,0
10.1021/ct400865b,4,0,1,0
10.1021/ct400876y,22,0,1,0
10.1021/ct400886w,8,0,1,0
10.1021/ct400898p,36,0,1,0
10.1021/ct400908z,2,0,1,0
10.1021/ct400913z,3,0,1,0
10.1021/ct400917j,322,0,1,0
10.1021/ct400921r,84,0,1,0
10.1021/ct4009409,25,0,1,0
10.1021/ct400975w,73,0,1,0
10.1021/ct400980w,16,0,1,0
10.1021/ct400982r,22,0,1,0
10.1021/ct400985u,1,0,1,0
10.1021/ct4009969,14,3,1,1
10.1021/ct4009975,4,0,1,0
10.1021/ct4010257,1,0,1,0
10.1021/ct401026a,1,0,1,0
10.1021/ct4010273,21,0,1,0
10.1021/ct4010855,15,0,1,0
10.1021/ct401101u,5,0,1,0
10.1021/ct500028w,3,0,1,0
10.1021/ct5000499,40,0,1,0
10.1021/ct500051e,17,0,1,0
10.1021/ct500068b,187,0,1,0
10.1021/ct500103h,99,0,1,0
10.1021/ct500154k,14,0,1,0
10.1021/ct500173y,6,0,1,0
10.1021/ct500178w,16,2,1,1
10.1021/ct500180m,11,0,1,0
10.1021/ct500198c,5,0,1,0
10.1021/ct500205z,6,0,1,0
10.1021/ct500211w,1,0,1,0
10.1021/ct500246b,9,0,1,0
10.1021/ct500248h,231,0,231,0
10.1021/ct500259m,4,0,1,0
10.1021/ct500309x,186,0,186,0
10.1021/ct5003169,46,0,1,0
10.1021/ct500319a,1,0,1,0
10.1021/ct5003362,4,0,1,0
10.1021/ct500350n,32,0,1,0
10.1021/ct500372s,10,0,1,0
10.1021/ct5003797,47,0,1,0
10.1021/ct5003863,9,0,1,0
10.1021/ct500395f,8,0,1,0
10.1021/ct5003994,7,0,1,0
10.1021/ct500404c,4,0,1,0
10.1021/ct500422t,1,0,1,0
10.1021/ct500426h,14,0,1,0
10.1021/ct5004725,6,0,1,0
10.1021/ct500483t,4,0,1,0
10.1021/ct5004884,6,0,1,0
10.1021/ct500510k,27,0,1,0
10.1021/ct500515h,2,0,1,0
10.1021/ct500522d,71,0,1,0
10.1021/ct500524y,10,0,1,0
10.1021/ct500528z,14,0,1,0
10.1021/ct500530q,16,0,1,0
10.1021/ct500552e,20,0,1,0
10.1021/ct500594z,12,0,1,0
10.1021/ct5006104,6,0,1,0
10.1021/ct5006246,1,0,1,0
10.1021/ct5006467,36,0,1,0
10.1021/ct500672d,1,0,1,0
10.1021/ct5007339,1,0,1,0
10.1021/ct500749h,16,0,2,0
10.1021/ct500763y,14,0,1,0
10.1021/ct500775r,50,0,1,0
10.1021/ct500779s,22,0,1,0
10.1021/ct500787x,11,0,1,0
10.1021/ct500815x,9,0,1,0
10.1021/ct5008235,79,0,1,0
10.1021/ct5008263,12,0,1,0
10.1021/ct500846n,3,0,1,0
10.1021/ct500849m,2,0,1,0
10.1021/ct500899h,90,0,90,0
10.1021/ct5009119,24,0,1,0
10.1021/ct5009137,702,0,327,0
10.1021/ct5009203,20,0,1,0
10.1021/ct500943m,1,0,1,0
10.1021/ct500944v,53,0,1,0
10.1021/ct500999m,9,0,1,0
10.1021/ct501020h,12,0,1,0
10.1021/ct501088v,8,0,1,0
10.1021/ct501089z,1,0,1,0
10.1021/ct501143c,2,0,1,0
10.1021/ct501147a,3,0,1,0
10.1021/ct5011505,20,0,1,0
10.1021/ct600110u,10,0,1,0
10.1021/ct6001187,32,0,1,0
10.1021/ct600135b,41,0,1,0
10.1021/ct600140b,2,0,1,0
10.1021/ct600171u,5,0,1,0
10.1021/ct600235y,6,0,1,0
10.1021/ct600265c,22,0,1,0
10.1021/ct6002687,3,3,1,1
10.1021/ct6002719,22,0,1,0
10.1021/ct6002753,1,0,1,0
10.1021/ct600304g,86,46,2,1
10.1021/ct600312f,167,0,1,0
10.1021/ct600318n,18,18,1,1
10.1021/ct600337j,61,58,1,1
10.1021/ct600341r,30,0,1,0
10.1021/ct600342j,202,0,1,0
10.1021/ct600363a,4,0,1,0
10.1021/ct600367t,86,0,1,0
10.1021/ct700017b,4,0,1,0
10.1021/ct7000304,18,0,1,0
10.1021/ct700049s,7,0,1,0
10.1021/ct700110f,2,0,1,0
10.1021/ct700134r,1,0,1,0
10.1021/ct7001418,22,0,1,0
10.1021/ct700145e,3,0,1,0
10.1021/ct700158g,5,5,1,1
10.1021/ct7001607,21,0,1,0
10.1021/ct700169h,2,0,1,0
10.1021/ct700178y,19,0,1,0
10.1021/ct700223r,4,0,1,0
10.1021/ct700248k,2,0,1,0
10.1021/ct700318e,23,0,1,0
10.1021/ct800003n,2,0,1,0
10.1021/ct800017j,18,0,1,0
10.1021/ct800067m,15,0,1,0
10.1021/ct800077r,110,0,1,0
10.1021/ct800080w,7,0,1,0
10.1021/ct800088e,30,0,1,0
10.1021/ct800099a,52,0,1,0
10.1021/ct800118c,3,3,1,1
10.1021/ct800132a,13,2,1,1
10.1021/ct800182e,3,0,1,0
10.1021/ct8001943,8,0,1,0
10.1021/ct800200j,1,0,1,0
10.1021/ct800210e,11,0,1,0
10.1021/ct800231f,19,0,1,0
10.1021/ct800243y,117,0,1,0
10.1021/ct800246v,20,0,1,0
10.1021/ct800277a,4,0,1,0
10.1021/ct800284g,17,0,3,0
10.1021/ct800318h,20,0,1,0
10.1021/ct800386d,13,0,1,0
10.1021/ct800392n,1,0,1,0
10.1021/ct800412h,6,0,1,0
10.1021/ct8004479,30,0,1,0
10.1021/ct800477y,24,0,1,0
10.1021/ct8005002,1,0,1,0
10.1021/ct800506q,2,0,1,0
10.1021/ct800511q,4,0,1,0
10.1021/ct8005425,12,0,12,0
10.1021/ct800571y,5,0,1,0
10.1021/ct800575z,10,0,1,0
10.1021/ct900005c,82,0,1,0
10.1021/ct900036y,6,0,1,0
10.1021/ct900038m,21,0,1,0
10.1021/ct900041y,55,0,1,0
10.1021/ct900077g,22,0,1,0
10.1021/ct900082g,25,0,1,0
10.1021/ct900143j,5,0,1,0
10.1021/ct9001448,12,0,1,0
10.1021/ct9001569,6,0,1,0
10.1021/ct900216m,3,0,1,0
10.1021/ct900227j,10,0,1,0
10.1021/ct900231r,36,0,1,0
10.1021/ct900282m,5,0,1,0
10.1021/ct9003004,21,0,1,0
10.1021/ct900328c,2,0,1,0
10.1021/ct9003965,6329,0,2,0
10.1021/ct900410j,1,0,1,0
10.1021/ct900477x,1,0,1,0
10.1021/ct900496t,2,0,1,0
10.1021/ct9005129,11,0,1,0
10.1021/ct9005135,1,0,1,0
10.1021/ct900528h,12,0,1,0
10.1021/ct900530f,3,0,1,0
10.1021/ct900535d,46,0,1,0
10.1021/ct900545v,144,0,4,0
10.1021/ct900564p,19,0,1,0
10.1021/ct900615b,8,0,2,0
10.1021/ct900680f,2,0,1,0
10.1021/ct900692y,36,0,1,0
10.1021/ct900693q,30,0,1,0
10.1021/ct900699r,191,0,191,0
10.1021/es034237h,2,0,1,0
10.1021/es048331p,2,0,1,0
10.1021/es049676a,4,0,1,0
10.1021/es052170n,2,0,1,0
10.1021/es060752e,1,0,1,0
10.1021/es100069x,5,0,1,0
10.1021/es1004285,83,0,1,0
10.1021/es1009136,2,0,1,0
10.1021/es101794v,102,0,1,0
10.1021/es102012s,1,0,1,0
10.1021/es1020313,8,0,1,0
10.1021/es102512u,14,0,1,0
10.1021/es102660j,170,0,1,0
10.1021/es102872h,39,0,1,0
10.1021/es103251u,3,0,1,0
10.1021/es103324z,2,0,1,0
10.1021/es103536t,140,0,1,0
10.1021/es103576p,1,0,1,0
10.1021/es1043672,6,0,1,0
10.1021/es200978f,35,0,1,0
10.1021/es201696e,1,0,1,0
10.1021/es201859j,2,0,1,0
10.1021/es2022413,17,0,1,0
10.1021/es203284s,10,0,1,0
10.1021/es203718u,55,0,1,0
10.1021/es300655r,1,0,1,0
10.1021/es3009826,1,0,1,0
10.1021/es301370f,100,0,1,0
10.1021/es302076s,1,0,1,0
10.1021/es3021809,2,0,1,0
10.1021/es303778t,1,0,1,0
10.1021/es304898r,1,0,1,0
10.1021/es305120x,11,0,1,0
10.1021/es400088v,193,0,1,0
10.1021/es400632j,74,0,1,0
10.1021/es400657t,4,0,1,0
10.1021/es4009823,53,0,1,0
10.1021/es4020986,3,0,1,0
10.1021/es402576f,2,0,1,0
10.1021/es403597v,21,0,1,0
10.1021/es403729e,27,0,1,0
10.1021/es403929b,1,0,1,0
10.1021/es404033y,193,0,1,0
10.1021/es404236c,1,0,1,0
10.1021/es4056033,1,0,1,0
10.1021/es405767d,4,0,1,0
10.1021/es500820h,4,0,1,0
10.1021/es500997e,8,0,1,0
10.1021/es501086x,1,0,1,0
10.1021/es502173s,3,0,1,0
10.1021/es5028822,274,0,1,0
10.1021/es5038047,20,0,1,0
10.1021/es504407h,3,0,1,0
10.1021/es504815t,1,0,1,0
10.1021/es5054946,1,0,1,0
10.1021/es505760w,4,0,1,0
10.1021/es505948c,29,0,1,0
10.1021/es800219z,1,0,1,0
10.1021/es900924d,1,0,1,0
10.1021/es902003f,8,0,1,0
10.1021/es9031437,3,0,1,0
10.1021/ic025622v,8,0,2,0
10.1021/ic0261833,8,0,1,0
10.1021/ic0262381,1,0,1,0
10.1021/ic034065p,2,0,1,0
10.1021/ic034412v,1,0,1,0
10.1021/ic034432x,30,0,1,0
10.1021/ic034791s,6,0,1,0
10.1021/ic0348188,12,0,12,0
10.1021/ic035112g,30,0,3,0
10.1021/ic035161t,6,0,1,0
10.1021/ic035252q,18,0,1,0
10.1021/ic0354466,2,0,1,0
10.1021/ic035496a,16,0,1,0
10.1021/ic0400639,12,0,2,0
10.1021/ic040115u,1,0,1,0
10.1021/ic048182b,2,1,1,1
10.1021/ic048321p,18,0,2,0
10.1021/ic0484699,27,0,1,0
10.1021/ic048567u,17,0,1,0
10.1021/ic048739n,14,0,1,0
10.1021/ic048768y,9,0,1,0
10.1021/ic048910v,8,0,1,0
10.1021/ic049046+,6,0,3,0
10.1021/ic049184z,64,0,1,0
10.1021/ic049277g,3,0,1,0
10.1021/ic049302i,2,0,1,0
10.1021/ic0496875,8,0,1,0
10.1021/ic049715j,20,0,1,0
10.1021/ic049835r,4,0,1,0
10.1021/ic049876n,3,0,1,0
10.1021/ic0498945,30,0,1,0
10.1021/ic0500311,13,0,1,0
10.1021/ic050280p,7,0,1,0
10.1021/ic050371m,12,0,1,0
10.1021/ic050419w,10,0,1,0
10.1021/ic050729e,4,0,1,0
10.1021/ic050838t,2,0,1,0
10.1021/ic050865j,1,0,1,0
10.1021/ic050981m,9,0,1,0
10.1021/ic0510213,7,0,1,0
10.1021/ic051074k,25,0,1,0
10.1021/ic0510866,3,0,1,0
10.1021/ic0512274,2,0,1,0
10.1021/ic051238x,3,0,1,0
10.1021/ic051271j,4,0,1,0
10.1021/ic0513033,5,0,1,0
10.1021/ic0513641,20,0,1,0
10.1021/ic051451t,1,0,1,0
10.1021/ic0515047,5,0,1,0
10.1021/ic0515498,3,0,1,0
10.1021/ic051629b,5,0,1,0
10.1021/ic051778u,98,0,1,0
10.1021/ic051944y,12,0,1,0
10.1021/ic051959w,21,0,1,0
10.1021/ic051970w,5,0,1,0
10.1021/ic051975t,2,0,1,0
10.1021/ic052028n,29,0,1,0
10.1021/ic052037w,14,13,1,1
10.1021/ic060112c,5,0,1,0
10.1021/ic060150w,1,0,1,0
10.1021/ic060220z,6,0,2,0
10.1021/ic060227g,2,0,1,0
10.1021/ic0603508,10,0,1,0
10.1021/ic0603611,4,0,1,0
10.1021/ic060402t,4,0,1,0
10.1021/ic0604361,8,0,1,0
10.1021/ic060541a,108,0,2,0
10.1021/ic060603x,3,0,1,0
10.1021/ic060692d,1,0,1,0
10.1021/ic060706f,4,0,1,0
10.1021/ic060725p,16,0,1,0
10.1021/ic060802g,17,0,1,0
10.1021/ic0608391,52,0,1,0
10.1021/ic060851t,2,0,1,0
10.1021/ic0608593,47,0,1,0
10.1021/ic061091p,4,0,1,0
10.1021/ic061126l,2,0,1,0
10.1021/ic061129y,110,100,2,2
10.1021/ic061157g,11,0,1,0
10.1021/ic061168+,4,0,4,0
10.1021/ic0611995,18,0,1,0
10.1021/ic061211t,1,0,1,0
10.1021/ic061282s,2,0,1,0
10.1021/ic0614519,80,0,2,0
10.1021/ic061501+,4,0,4,0
10.1021/ic061556b,3,0,1,0
10.1021/ic0615628,5,0,1,0
10.1021/ic061642b,5,0,1,0
10.1021/ic061803b,24,0,1,0
10.1021/ic0618706,30,0,1,0
10.1021/ic0619759,11,0,1,0
10.1021/ic061998n,2,0,1,0
10.1021/ic062030u,6,0,2,0
10.1021/ic062125w,4,0,1,0
10.1021/ic0623258,5,0,1,0
10.1021/ic0623361,10,0,1,0
10.1021/ic0623819,1,0,1,0
10.1021/ic062409g,44,0,2,0
10.1021/ic062440i,1,0,1,0
10.1021/ic0624672,3,0,1,0
10.1021/ic062468u,30,0,2,0
10.1021/ic070051y,10,0,2,0
10.1021/ic070083l,7,7,1,1
10.1021/ic070244l,20,0,2,0
10.1021/ic070294q,2,0,2,0
10.1021/ic1000123,6,0,1,0
10.1021/ic100028y,14,0,1,0
10.1021/ic1000842,4,0,1,0
10.1021/ic100087d,49,0,1,0
10.1021/ic100093n,4,0,1,0
10.1021/ic100108h,10,0,1,0
10.1021/ic100177n,101,0,1,0
10.1021/ic100198u,6,0,1,0
10.1021/ic1002012,30,0,1,0
10.1021/ic100206y,10,0,1,0
10.1021/ic100310w,15,0,1,0
10.1021/ic100313j,9,0,1,0
10.1021/ic100323e,2,0,1,0
10.1021/ic100358m,18,0,1,0
10.1021/ic1004209,14,0,1,0
10.1021/ic1004243,28,0,1,0
10.1021/ic1004424,6,6,1,1
10.1021/ic100450y,28,0,1,0
10.1021/ic1004853,15,0,1,0
10.1021/ic100502x,17,17,1,1
10.1021/ic100521t,113,0,1,0
10.1021/ic100522f,22,0,1,0
10.1021/ic1005715,55,0,1,0
10.1021/ic1005874,7,1,1,1
10.1021/ic100636j,6,0,1,0
10.1021/ic1006378,5,0,1,0
10.1021/ic100710d,40,0,1,0
10.1021/ic100711n,12,0,1,0
10.1021/ic1007236,16,0,1,0
10.1021/ic100761f,4,0,1,0
10.1021/ic100806w,26,0,1,0
10.1021/ic100814j,5,0,1,0
10.1021/ic100816u,19,0,1,0
10.1021/ic100817s,3,0,1,0
10.1021/ic100846b,32,0,1,0
10.1021/ic100850f,2,0,1,0
10.1021/ic100870v,2,0,1,0
10.1021/ic1009187,5,0,1,0
10.1021/ic100926g,8,0,1,0
10.1021/ic100945n,6,0,1,0
10.1021/ic100947q,5,0,1,0
10.1021/ic1009797,1,0,1,0
10.1021/ic100996b,33,33,1,1
10.1021/ic101064c,16,1,1,1
10.1021/ic1010874,12,0,1,0
10.1021/ic101118y,11,0,1,0
10.1021/ic101124q,3,0,1,0
10.1021/ic101138u,1,0,1,0
10.1021/ic1013285,7,0,1,0
10.1021/ic101344t,11,0,1,0
10.1021/ic101405u,19,0,1,0
10.1021/ic101437h,23,0,1,0
10.1021/ic101464j,332,0,1,0
10.1021/ic101467s,2,1,1,1
10.1021/ic101481c,98,0,1,0
10.1021/ic101493k,1,0,1,0
10.1021/ic101515g,1,0,1,0
10.1021/ic101524b,4,0,1,0
10.1021/ic101560u,12,0,1,0
10.1021/ic1015934,4,0,1,0
10.1021/ic1016005,1,0,1,0
10.1021/ic101632v,15,0,1,0
10.1021/ic1016356,4,0,1,0
10.1021/ic101730r,2,0,1,0
10.1021/ic101832c,45,0,1,0
10.1021/ic101879s,6,0,1,0
10.1021/ic1018967,11,0,1,0
10.1021/ic101943h,3,0,1,0
10.1021/ic1019718,16,0,1,0
10.1021/ic1020127,6,0,1,0
10.1021/ic102028d,64,0,1,0
10.1021/ic1020912,43,0,1,0
10.1021/ic102195w,1,0,1,0
10.1021/ic102216v,8,0,1,0
10.1021/ic1022278,1,0,1,0
10.1021/ic1022328,2,0,1,0
10.1021/ic102268n,7,0,1,0
10.1021/ic102273n,22,0,1,0
10.1021/ic102295s,6,0,1,0
10.1021/ic102323s,42,0,1,0
10.1021/ic1023373,7,0,1,0
10.1021/ic1023482,9,0,1,0
10.1021/ic102373w,2,0,1,0
10.1021/ic102412s,1,0,1,0
10.1021/ic102420x,3,0,1,0
10.1021/ic1024229,6,0,1,0
10.1021/ic102427g,19,0,1,0
10.1021/ic102476x,41,0,1,0
10.1021/ic102489k,22,0,1,0
10.1021/ic102566c,10,0,1,0
10.1021/ic102580a,3,0,1,0
10.1021/ic1025894,2,0,1,0
10.1021/ic1025944,2,0,1,0
10.1021/ic2000816,22,0,1,0
10.1021/ic200153n,17,0,1,0
10.1021/ic200182e,16,0,1,0
10.1021/ic2001915,64,0,1,0
10.1021/ic200196k,18,1,1,1
10.1021/ic200221a,59,0,1,0
10.1021/ic200227b,4,0,1,0
10.1021/ic2002892,1,0,1,0
10.1021/ic200325d,2,0,1,0
10.1021/ic200329m,10,0,1,0
10.1021/ic2003996,15,0,1,0
10.1021/ic2004062,11,0,1,0
10.1021/ic200417q,5,0,1,0
10.1021/ic200442s,70,0,1,0
10.1021/ic2004563,79,0,1,0
10.1021/ic200466b,2,0,1,0
10.1021/ic2004694,1,0,1,0
10.1021/ic200481n,24,0,1,0
10.1021/ic200487w,18,0,1,0
10.1021/ic200522r,47,0,1,0
10.1021/ic2005419,37,25,1,1
10.1021/ic200547k,2,0,1,0
10.1021/ic200564d,38,0,1,0
10.1021/ic200589e,1,0,1,0
10.1021/ic2005979,25,0,1,0
10.1021/ic200602v,3,0,1,0
10.1021/ic2006327,8,0,1,0
10.1021/ic200643f,4,0,1,0
10.1021/ic2006474,5,0,1,0
10.1021/ic200704s,4,0,1,0
10.1021/ic200749w,18,0,1,0
10.1021/ic200757j,3,0,1,0
10.1021/ic2007588,4,0,1,0
10.1021/ic200765s,18,0,1,0
10.1021/ic200785g,2,0,1,0
10.1021/ic200794b,6,0,1,0
10.1021/ic200842z,3,0,1,0
10.1021/ic200877f,69,0,1,0
10.1021/ic200885h,16,0,1,0
10.1021/ic200889y,8,0,1,0
10.1021/ic200899w,5,0,1,0
10.1021/ic200958g,2,0,1,0
10.1021/ic2009732,21,21,1,1
10.1021/ic201004n,40,0,1,0
10.1021/ic2011056,6,0,1,0
10.1021/ic201123x,22,18,1,1
10.1021/ic201128a,12,0,1,0
10.1021/ic201137t,8,2,1,1
10.1021/ic2011474,8,0,1,0
10.1021/ic201168j,14,0,1,0
10.1021/ic201240h,19,0,1,0
10.1021/ic201254w,16,9,1,1
10.1021/ic201348u,19,0,1,0
10.1021/ic201393n,24,0,1,0
10.1021/ic2014607,13,0,1,0
10.1021/ic2014946,24,0,1,0
10.1021/ic201508m,35,0,1,0
10.1021/ic201521w,10,0,1,0
10.1021/ic201527s,2,0,1,0
10.1021/ic201533p,4,0,1,0
10.1021/ic201550a,15,0,1,0
10.1021/ic201573q,5,0,1,0
10.1021/ic201574m,20,0,1,0
10.1021/ic201595e,4,0,1,0
10.1021/ic2016148,23,0,2,0
10.1021/ic201643t,8,0,1,0
10.1021/ic201663m,2,0,1,0
10.1021/ic201686c,2,0,1,0
10.1021/ic2016885,5,0,1,0
10.1021/ic201718a,18,0,1,0
10.1021/ic201726k,7,0,1,0
10.1021/ic2017853,24,24,1,1
10.1021/ic201788t,26,0,1,0
10.1021/ic201842v,21,0,1,0
10.1021/ic201896q,8,0,1,0
10.1021/ic201910t,2,0,1,0
10.1021/ic201936j,2,0,1,0
10.1021/ic2020176,40,0,1,0
10.1021/ic202023r,6,0,1,0
10.1021/ic2020397,26,0,2,0
10.1021/ic202045a,1,0,1,0
10.1021/ic202049t,4,0,1,0
10.1021/ic202061b,9,0,1,0
10.1021/ic202073q,4,3,1,1
10.1021/ic2020786,2,0,1,0
10.1021/ic202079r,4,0,1,0
10.1021/ic202152h,72,0,1,0
10.1021/ic202162q,3,0,1,0
10.1021/ic202164v,22,0,1,0
10.1021/ic202253v,1,0,1,0
10.1021/ic2022769,14,0,1,0
10.1021/ic202332d,4,0,1,0
10.1021/ic202344w,54,0,1,0
10.1021/ic202423y,1,0,1,0
10.1021/ic202436j,85,0,1,0
10.1021/ic2024605,25,0,1,0
10.1021/ic202503h,18,0,1,0
10.1021/ic202535e,11,0,1,0
10.1021/ic202546a,40,0,1,0
10.1021/ic202573y,4,0,1,0
10.1021/ic202581v,7,0,1,0
10.1021/ic202588u,17,0,1,0
10.1021/ic202598c,62,0,1,0
10.1021/ic202622s,2,0,1,0
10.1021/ic2026945,4,0,1,0
10.1021/ic2027219,12,12,1,1
10.1021/ic202726g,6,0,1,0
10.1021/ic202756w,1,0,1,0
10.1021/ic202764j,2,0,1,0
10.1021/ic300002p,12,0,1,0
10.1021/ic300004x,2,0,1,0
10.1021/ic300009a,7,0,1,0
10.1021/ic300038m,41,0,1,0
10.1021/ic300054j,3,0,1,0
10.1021/ic3000608,23,3,1,1
10.1021/ic300062s,22,0,1,0
10.1021/ic300129z,1,0,1,0
10.1021/ic300135w,9,0,1,0
10.1021/ic300140w,4,0,1,0
10.1021/ic300150u,9,0,1,0
10.1021/ic300160c,22,0,1,0
10.1021/ic3001619,10,0,1,0
10.1021/ic3001625,41,0,1,0
10.1021/ic300175b,42,0,1,0
10.1021/ic300327x,1,0,1,0
10.1021/ic300366m,6,2,1,1
10.1021/ic3004596,1,0,1,0
10.1021/ic3004867,2,0,1,0
10.1021/ic3004917,2,0,1,0
10.1021/ic300498b,83,0,1,0
10.1021/ic300522g,11,0,1,0
10.1021/ic300531b,20,0,1,0
10.1021/ic300547w,3,0,1,0
10.1021/ic3005745,52,0,1,0
10.1021/ic300581a,2,0,1,0
10.1021/ic300600c,5,0,1,0
10.1021/ic3006426,18,0,1,0
10.1021/ic300686n,109,105,1,1
10.1021/ic300715y,3,0,1,0
10.1021/ic300742p,11,0,1,0
10.1021/ic300750c,7,6,1,1
10.1021/ic300761g,2,0,1,0
10.1021/ic300811m,36,0,1,0
10.1021/ic3008427,13,0,1,0
10.1021/ic300848f,2,0,1,0
10.1021/ic300863d,24,0,1,0
10.1021/ic300867m,3,0,1,0
10.1021/ic300869z,1,0,1,0
10.1021/ic3008798,3,0,1,0
10.1021/ic300892p,4,0,1,0
10.1021/ic300923c,29,0,1,0
10.1021/ic300929g,2,0,1,0
10.1021/ic300932a,1,0,1,0
10.1021/ic3009464,4,0,1,0
10.1021/ic300979c,24,0,1,0
10.1021/ic300983x,7,0,1,0
10.1021/ic301153p,55,0,1,0
10.1021/ic301154e,1,0,1,0
10.1021/ic3011713,3,0,1,0
10.1021/ic301176b,60,0,1,0
10.1021/ic301178h,57,0,1,0
10.1021/ic301233j,1,0,1,0
10.1021/ic301272h,90,0,1,0
10.1021/ic301278m,1,0,1,0
10.1021/ic301289j,6,0,1,0
10.1021/ic301303n,59,0,1,0
10.1021/ic3013443,4,0,1,0
10.1021/ic3013552,3,3,1,1
10.1021/ic301369z,6,0,1,0
10.1021/ic3014267,1,0,1,0
10.1021/ic3014392,23,0,1,0
10.1021/ic301445h,12,0,1,0
10.1021/ic301454y,30,0,1,0
10.1021/ic301537n,8,0,1,0
10.1021/ic301539q,22,0,1,0
10.1021/ic301563u,10,9,1,1
10.1021/ic301565p,2,0,1,0
10.1021/ic3015964,27,0,1,0
10.1021/ic301601c,35,0,1,0
10.1021/ic3016035,6,0,1,0
10.1021/ic301612g,10,0,1,0
10.1021/ic3016194,3,0,1,0
10.1021/ic301629m,4,0,2,0
10.1021/ic301684h,2,0,1,0
10.1021/ic301715n,9,0,1,0
10.1021/ic301731w,2,0,1,0
10.1021/ic301733r,11,0,1,0
10.1021/ic301758k,40,0,1,0
10.1021/ic301766b,1,0,1,0
10.1021/ic301799p,2,0,1,0
10.1021/ic301835c,8,0,1,0
10.1021/ic3018503,3,0,1,0
10.1021/ic301909u,17,0,1,0
10.1021/ic3019666,4,0,1,0
10.1021/ic301967r,1,0,1,0
10.1021/ic301968j,17,0,1,0
10.1021/ic3019887,41,0,1,0
10.1021/ic302026f,10,0,1,0
10.1021/ic302031f,37,0,1,0
10.1021/ic302110a,5,0,1,0
10.1021/ic302176f,13,0,1,0
10.1021/ic3021904,1,0,1,0
10.1021/ic302236u,41,0,1,0
10.1021/ic302289r,7,0,1,0
10.1021/ic302307m,13,0,1,0
10.1021/ic302322r,5,0,1,0
10.1021/ic302353t,40,0,1,0
10.1021/ic302355b,6,0,1,0
10.1021/ic302438f,7,0,1,0
10.1021/ic302448d,21,0,1,0
10.1021/ic302473j,4,0,1,0
10.1021/ic302478e,4,0,1,0
10.1021/ic3024875,8,0,1,0
10.1021/ic302557j,3,0,1,0
10.1021/ic302566p,1,0,1,0
10.1021/ic3025843,5,0,1,0
10.1021/ic302654s,20,0,1,0
10.1021/ic302743s,31,21,1,1
10.1021/ic302758g,2,0,1,0
10.1021/ic302766f,47,0,1,0
10.1021/ic302785m,9,0,1,0
10.1021/ic302793w,7,0,1,0
10.1021/ic302799s,49,36,1,1
10.1021/ic400009m,63,3,1,1
10.1021/ic400010d,55,0,1,0
10.1021/ic400054k,52,0,1,0
10.1021/ic400174r,4,0,1,0
10.1021/ic400251y,16,0,1,0
10.1021/ic400280x,3,0,1,0
10.1021/ic400377k,3,0,1,0
10.1021/ic400399v,81,0,1,0
10.1021/ic400417d,20,0,1,0
10.1021/ic4004214,13,0,1,0
10.1021/ic4004559,6,0,1,0
10.1021/ic400463a,2,0,1,0
10.1021/ic4004824,9,0,1,0
10.1021/ic4004998,14,0,1,0
10.1021/ic4005104,61,0,1,0
10.1021/ic400541e,7,0,1,0
10.1021/ic4005449,9,0,1,0
10.1021/ic4005505,2,0,1,0
10.1021/ic400554g,4,0,1,0
10.1021/ic400558b,6,0,1,0
10.1021/ic400652b,4,0,1,0
10.1021/ic400666v,15,0,1,0
10.1021/ic400684s,10,0,1,0
10.1021/ic400692x,1,0,1,0
10.1021/ic4007026,4,0,1,0
10.1021/ic400703r,3,0,1,0
10.1021/ic400704j,34,0,1,0
10.1021/ic400730a,22,0,1,0
10.1021/ic400732g,18,0,1,0
10.1021/ic400736b,6,0,1,0
10.1021/ic400741b,13,0,1,0
10.1021/ic400759r,11,0,1,0
10.1021/ic400773s,4,0,1,0
10.1021/ic400819f,17,0,1,0
10.1021/ic4008203,4,0,1,0
10.1021/ic400908f,6,0,1,0
10.1021/ic400911k,24,0,1,0
10.1021/ic400953e,2,0,1,0
10.1021/ic400955c,4,0,1,0
10.1021/ic400995z,10,0,1,0
10.1021/ic401008y,14,0,1,0
